keyword,timestamp,file,line,column,arquivo_origem,repositorio,timestamp_dt,data,hora
parseInt,2026-03-25 22:24:56,funcaovetor.js,8,7,funcaovetor.json,ketilaAnjos,2026-03-25 22:24:56,2026-03-25,22
var,2026-03-25 22:26:20,funcaovetor.js,8,16,funcaovetor.json,ketilaAnjos,2026-03-25 22:26:20,2026-03-25,22
parseInt,2026-03-25 22:26:20,funcaovetor.js,8,24,funcaovetor.json,ketilaAnjos,2026-03-25 22:26:20,2026-03-25,22
prompt,2026-03-25 22:26:20,funcaovetor.js,8,33,funcaovetor.json,ketilaAnjos,2026-03-25 22:26:20,2026-03-25,22
var,2026-03-25 22:26:20,funcaovetor.js,8,16,funcaovetor.json,ketilaAnjos,2026-03-25 22:26:20,2026-03-25,22
parseInt,2026-03-25 22:26:20,funcaovetor.js,8,24,funcaovetor.json,ketilaAnjos,2026-03-25 22:26:20,2026-03-25,22
prompt,2026-03-25 22:26:20,funcaovetor.js,8,33,funcaovetor.json,ketilaAnjos,2026-03-25 22:26:20,2026-03-25,22
alert,2026-03-25 22:26:20,funcaovetor.js,10,1,funcaovetor.json,ketilaAnjos,2026-03-25 22:26:20,2026-03-25,22
parseInt,2026-03-25 22:26:42,funcaovetor.js,8,16,funcaovetor.json,ketilaAnjos,2026-03-25 22:26:42,2026-03-25,22
prompt,2026-03-25 22:26:50,funcaovetor.js,8,25,funcaovetor.json,ketilaAnjos,2026-03-25 22:26:50,2026-03-25,22
for,2026-03-25 22:28:12,funcaovetor.js,10,1,funcaovetor.json,ketilaAnjos,2026-03-25 22:28:12,2026-03-25,22
alert,2026-03-25 22:29:01,funcaovetor.js,11,5,funcaovetor.json,ketilaAnjos,2026-03-25 22:29:01,2026-03-25,22
for,2026-03-26 20:14:33,funcaovetor.js,3,5,funcaovetor.json,ketilaAnjos,2026-03-26 20:14:33,2026-03-26,20
for,2026-03-26 20:17:08,funcaovetor.js,8,5,funcaovetor.json,ketilaAnjos,2026-03-26 20:17:08,2026-03-26,20
length,2026-03-26 20:17:33,funcaovetor.js,8,29,funcaovetor.json,ketilaAnjos,2026-03-26 20:17:33,2026-03-26,20
alert,2026-03-26 20:17:46,funcaovetor.js,9,9,funcaovetor.json,ketilaAnjos,2026-03-26 20:17:46,2026-03-26,20
return,2026-03-26 20:20:13,funcaovetor.js,3,5,funcaovetor.json,ketilaAnjos,2026-03-26 20:20:13,2026-03-26,20
return,2026-03-26 20:20:31,funcaovetor.js,9,5,funcaovetor.json,ketilaAnjos,2026-03-26 20:20:31,2026-03-26,20
length,2026-03-26 20:27:25,funcaovetor.js,9,29,funcaovetor.json,ketilaAnjos,2026-03-26 20:27:25,2026-03-26,20
let,2026-03-26 20:31:01,funcaovetor.js,6,2,funcaovetor.json,ketilaAnjos,2026-03-26 20:31:01,2026-03-26,20
parseInt,2026-03-26 20:31:01,funcaovetor.js,6,16,funcaovetor.json,ketilaAnjos,2026-03-26 20:31:01,2026-03-26,20
prompt,2026-03-26 20:31:01,funcaovetor.js,6,25,funcaovetor.json,ketilaAnjos,2026-03-26 20:31:01,2026-03-26,20
function,2026-03-26 20:31:16,funcaovetor.js,4,2,funcaovetor.json,ketilaAnjos,2026-03-26 20:31:16,2026-03-26,20
return,2026-03-26 20:31:24,funcaovetor.js,5,5,funcaovetor.json,ketilaAnjos,2026-03-26 20:31:24,2026-03-26,20
length,2026-03-26 20:44:10,funcaovetor.js,12,29,funcaovetor.json,ketilaAnjos,2026-03-26 20:44:10,2026-03-26,20
let,2026-03-26 20:46:00,funcaovetor.js,2,2,funcaovetor.json,ketilaAnjos,2026-03-26 20:46:00,2026-03-26,20
parseInt,2026-03-26 20:46:00,funcaovetor.js,2,16,funcaovetor.json,ketilaAnjos,2026-03-26 20:46:00,2026-03-26,20
prompt,2026-03-26 20:46:00,funcaovetor.js,2,25,funcaovetor.json,ketilaAnjos,2026-03-26 20:46:00,2026-03-26,20
for,2026-03-26 20:46:31,funcaovetor.js,4,1,funcaovetor.json,ketilaAnjos,2026-03-26 20:46:31,2026-03-26,20
let,2026-03-26 20:46:31,funcaovetor.js,4,5,funcaovetor.json,ketilaAnjos,2026-03-26 20:46:31,2026-03-26,20
parseInt,2026-03-26 20:46:31,funcaovetor.js,5,20,funcaovetor.json,ketilaAnjos,2026-03-26 20:46:31,2026-03-26,20
prompt,2026-03-26 20:46:31,funcaovetor.js,5,29,funcaovetor.json,ketilaAnjos,2026-03-26 20:46:31,2026-03-26,20
for,2026-03-26 20:47:51,funcaovetor.js,11,5,funcaovetor.json,ketilaAnjos,2026-03-26 20:47:51,2026-03-26,20
let,2026-03-26 20:47:51,funcaovetor.js,11,9,funcaovetor.json,ketilaAnjos,2026-03-26 20:47:51,2026-03-26,20
parseInt,2026-03-26 20:47:51,funcaovetor.js,12,20,funcaovetor.json,ketilaAnjos,2026-03-26 20:47:51,2026-03-26,20
prompt,2026-03-26 20:47:51,funcaovetor.js,12,29,funcaovetor.json,ketilaAnjos,2026-03-26 20:47:51,2026-03-26,20
for,2026-03-26 20:48:11,funcaovetor.js,8,2,funcaovetor.json,ketilaAnjos,2026-03-26 20:48:11,2026-03-26,20
alert,2026-03-24 21:38:54,exercicio4.js,3,5,exercicio4.json,ketilaAnjos,2026-03-24 21:38:54,2026-03-24,21
alert,2026-03-24 21:40:01,exercicio4.js,6,1,exercicio4.json,ketilaAnjos,2026-03-24 21:40:01,2026-03-24,21
alert,2026-02-24 22:15:22,Exercicio_03.js,3,5,Exercicio_03.json,ketilaAnjos,2026-02-24 22:15:22,2026-02-24,22
else,2026-02-24 22:15:40,Exercicio_03.js,4,5,Exercicio_03.json,ketilaAnjos,2026-02-24 22:15:40,2026-02-24,22
toUpperCase,2026-03-12 20:21:52,time.js,3,37,time.json,ketilaAnjos,2026-03-12 20:21:52,2026-03-12,20
alert,2026-03-12 20:22:17,time.js,4,5,time.json,ketilaAnjos,2026-03-12 20:22:17,2026-03-12,20
E,2026-03-12 20:23:36,time.js,6,18,time.json,ketilaAnjos,2026-03-12 20:23:36,2026-03-12,20
alert,2026-03-20 20:05:20,troca.js,2,1,troca.json,ketilaAnjos,2026-03-20 20:05:20,2026-03-20,20
alert,2026-03-20 20:06:07,troca.js,3,1,troca.json,ketilaAnjos,2026-03-20 20:06:07,2026-03-20,20
alert,2026-03-20 20:19:29,troca.js,2,1,troca.json,ketilaAnjos,2026-03-20 20:19:29,2026-03-20,20
alert,2026-03-20 20:27:27,troca.js,2,1,troca.json,ketilaAnjos,2026-03-20 20:27:27,2026-03-20,20
alert,2026-03-20 20:34:32,troca.js,6,1,troca.json,ketilaAnjos,2026-03-20 20:34:32,2026-03-20,20
for,2026-03-12 20:36:59,vetor_jogos.js,7,1,vetor_jogos.json,ketilaAnjos,2026-03-12 20:36:59,2026-03-12,20
for,2026-03-12 20:38:32,vetor_jogos.js,11,1,vetor_jogos.json,ketilaAnjos,2026-03-12 20:38:32,2026-03-12,20
alert,2026-03-19 22:14:27,maior_de_tresMath.js,2,1,maior_de_tresMath.json,jady2025,2026-03-19 22:14:27,2026-03-19,22
Math,2026-03-19 22:15:01,maior_de_tresMath.js,2,7,maior_de_tresMath.json,jady2025,2026-03-19 22:15:01,2026-03-19,22
max,2026-03-19 22:15:11,maior_de_tresMath.js,2,12,maior_de_tresMath.json,jady2025,2026-03-19 22:15:11,2026-03-19,22
const,2026-03-20 19:45:03,espalhamento_minimo.js,1,1,espalhamento_minimo.json,jady2025,2026-03-20 19:45:03,2026-03-20,19
Math,2026-03-20 19:51:33,espalhamento_minimo.js,2,8,espalhamento_minimo.json,jady2025,2026-03-20 19:51:33,2026-03-20,19
min,2026-03-20 19:51:40,espalhamento_minimo.js,2,13,espalhamento_minimo.json,jady2025,2026-03-20 19:51:40,2026-03-20,19
E,2026-03-19 21:42:53,maior_de_tres.js,2,5,maior_de_tres.json,jady2025,2026-03-19 21:42:53,2026-03-19,21
alert,2026-03-19 21:45:34,maior_de_tres.js,3,5,maior_de_tres.json,jady2025,2026-03-19 21:45:34,2026-03-19,21
alert,2026-03-19 22:04:02,maior_de_tres.js,7,5,maior_de_tres.json,jady2025,2026-03-19 22:04:02,2026-03-19,22
alert,2026-03-19 22:04:21,maior_de_tres.js,9,5,maior_de_tres.json,jady2025,2026-03-19 22:04:21,2026-03-19,22
alert,2026-03-19 22:28:54,espalhamento.js,2,1,espalhamento.json,jady2025,2026-03-19 22:28:54,2026-03-19,22
Math,2026-03-19 22:28:57,espalhamento.js,2,7,espalhamento.json,jady2025,2026-03-19 22:28:57,2026-03-19,22
max,2026-03-19 22:28:57,espalhamento.js,2,12,espalhamento.json,jady2025,2026-03-19 22:28:57,2026-03-19,22
alert,2026-03-20 20:31:20,troca.js,2,1,troca.json,jady2025,2026-03-20 20:31:20,2026-03-20,20
E,2026-03-20 20:32:05,troca.js,2,23,troca.json,jady2025,2026-03-20 20:32:05,2026-03-20,20
alert,2026-03-20 20:34:36,troca.js,6,1,troca.json,jady2025,2026-03-20 20:34:36,2026-03-20,20
alert,2026-03-20 20:35:29,troca.js,7,1,troca.json,jady2025,2026-03-20 20:35:29,2026-03-20,20
parseInt,2026-02-27 20:03:25,domingos.js,2,2,domingos.json,aliciargn,2026-02-27 20:03:25,2026-02-27,20
prompt,2026-02-27 20:03:25,domingos.js,2,11,domingos.json,aliciargn,2026-02-27 20:03:25,2026-02-27,20
for,2026-02-27 20:07:03,domingos.js,2,1,domingos.json,aliciargn,2026-02-27 20:07:03,2026-02-27,20
for,2026-02-27 20:11:50,domingos.js,3,5,domingos.json,aliciargn,2026-02-27 20:11:50,2026-02-27,20
for,2026-02-27 20:19:23,domingos.js,2,5,domingos.json,aliciargn,2026-02-27 20:19:23,2026-02-27,20
for,2026-02-27 20:23:41,domingos.js,2,1,domingos.json,aliciargn,2026-02-27 20:23:41,2026-02-27,20
for,2026-02-27 20:46:40,domingos.js,5,1,domingos.json,aliciargn,2026-02-27 20:46:40,2026-02-27,20
for,2026-02-27 20:48:35,domingos.js,8,1,domingos.json,aliciargn,2026-02-27 20:48:35,2026-02-27,20
for,2026-02-27 22:23:32,domingos.js,12,1,domingos.json,aliciargn,2026-02-27 22:23:32,2026-02-27,22
alert,2026-02-27 22:26:10,domingos.js,15,1,domingos.json,aliciargn,2026-02-27 22:26:10,2026-02-27,22
for,2026-03-12 19:52:29,vaquinha.js,4,1,vaquinha.json,aliciargn,2026-03-12 19:52:29,2026-03-12,19
alert,2026-03-12 19:55:13,vaquinha.js,8,1,vaquinha.json,aliciargn,2026-03-12 19:55:13,2026-03-12,19
var,2026-03-20 22:09:44,selection.js,1,1,selection.json,aliciargn,2026-03-20 22:09:44,2026-03-20,22
new,2026-03-20 22:09:44,selection.js,1,15,selection.json,aliciargn,2026-03-20 22:09:44,2026-03-20,22
Array,2026-03-20 22:09:44,selection.js,1,19,selection.json,aliciargn,2026-03-20 22:09:44,2026-03-20,22
function,2026-03-25 20:21:54,selection.js,1,1,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
let,2026-03-25 20:21:54,selection.js,2,3,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
length,2026-03-25 20:21:54,selection.js,2,15,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
for,2026-03-25 20:21:54,selection.js,4,3,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
let,2026-03-25 20:21:54,selection.js,2,3,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
let,2026-03-25 20:21:54,selection.js,2,3,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
do,2026-03-25 20:21:54,selection.js,8,45,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
for,2026-03-25 20:21:54,selection.js,4,3,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
let,2026-03-25 20:21:54,selection.js,2,3,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
if,2026-03-25 20:21:54,selection.js,10,7,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
if,2026-03-25 20:21:54,selection.js,10,7,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
let,2026-03-25 20:21:54,selection.js,2,3,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
return,2026-03-25 20:21:54,selection.js,23,3,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
let,2026-03-25 20:21:54,selection.js,2,3,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
console,2026-03-25 20:21:54,selection.js,28,1,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
log,2026-03-25 20:21:54,selection.js,28,9,selection.json,aliciargn,2026-03-25 20:21:54,2026-03-25,20
alert,2026-03-25 21:19:09,funcaosoma.js,6,1,funcaosoma.json,aliciargn,2026-03-25 21:19:09,2026-03-25,21
if,2026-03-25 21:33:50,funcaosoma.js,2,1,funcaosoma.json,aliciargn,2026-03-25 21:33:50,2026-03-25,21
function,2026-03-25 21:34:16,funcaosoma.js,10,1,funcaosoma.json,aliciargn,2026-03-25 21:34:16,2026-03-25,21
return,2026-03-25 21:34:16,funcaosoma.js,11,5,funcaosoma.json,aliciargn,2026-03-25 21:34:16,2026-03-25,21
var,2026-03-25 21:34:16,funcaosoma.js,13,1,funcaosoma.json,aliciargn,2026-03-25 21:34:16,2026-03-25,21
parseInt,2026-03-25 21:34:16,funcaosoma.js,13,9,funcaosoma.json,aliciargn,2026-03-25 21:34:16,2026-03-25,21
prompt,2026-03-25 21:34:16,funcaosoma.js,13,18,funcaosoma.json,aliciargn,2026-03-25 21:34:16,2026-03-25,21
var,2026-03-25 21:34:16,funcaosoma.js,13,1,funcaosoma.json,aliciargn,2026-03-25 21:34:16,2026-03-25,21
parseInt,2026-03-25 21:34:16,funcaosoma.js,13,9,funcaosoma.json,aliciargn,2026-03-25 21:34:16,2026-03-25,21
prompt,2026-03-25 21:34:16,funcaosoma.js,13,18,funcaosoma.json,aliciargn,2026-03-25 21:34:16,2026-03-25,21
alert,2026-03-25 21:34:16,funcaosoma.js,15,1,funcaosoma.json,aliciargn,2026-03-25 21:34:16,2026-03-25,21
function,2026-03-25 21:35:55,funcaosoma.js,17,1,funcaosoma.json,aliciargn,2026-03-25 21:35:55,2026-03-25,21
return,2026-03-25 21:35:55,funcaosoma.js,18,5,funcaosoma.json,aliciargn,2026-03-25 21:35:55,2026-03-25,21
var,2026-03-25 21:35:55,funcaosoma.js,20,1,funcaosoma.json,aliciargn,2026-03-25 21:35:55,2026-03-25,21
parseInt,2026-03-25 21:35:55,funcaosoma.js,20,9,funcaosoma.json,aliciargn,2026-03-25 21:35:55,2026-03-25,21
prompt,2026-03-25 21:35:55,funcaosoma.js,20,18,funcaosoma.json,aliciargn,2026-03-25 21:35:55,2026-03-25,21
var,2026-03-25 21:35:55,funcaosoma.js,20,1,funcaosoma.json,aliciargn,2026-03-25 21:35:55,2026-03-25,21
parseInt,2026-03-25 21:35:55,funcaosoma.js,20,9,funcaosoma.json,aliciargn,2026-03-25 21:35:55,2026-03-25,21
prompt,2026-03-25 21:35:55,funcaosoma.js,20,18,funcaosoma.json,aliciargn,2026-03-25 21:35:55,2026-03-25,21
alert,2026-03-25 21:35:55,funcaosoma.js,22,1,funcaosoma.json,aliciargn,2026-03-25 21:35:55,2026-03-25,21
function,2026-03-25 21:37:08,funcaosoma.js,24,1,funcaosoma.json,aliciargn,2026-03-25 21:37:08,2026-03-25,21
return,2026-03-25 21:37:08,funcaosoma.js,25,5,funcaosoma.json,aliciargn,2026-03-25 21:37:08,2026-03-25,21
var,2026-03-25 21:37:08,funcaosoma.js,27,1,funcaosoma.json,aliciargn,2026-03-25 21:37:08,2026-03-25,21
parseInt,2026-03-25 21:37:08,funcaosoma.js,27,9,funcaosoma.json,aliciargn,2026-03-25 21:37:08,2026-03-25,21
prompt,2026-03-25 21:37:08,funcaosoma.js,27,18,funcaosoma.json,aliciargn,2026-03-25 21:37:08,2026-03-25,21
var,2026-03-25 21:37:08,funcaosoma.js,27,1,funcaosoma.json,aliciargn,2026-03-25 21:37:08,2026-03-25,21
parseInt,2026-03-25 21:37:08,funcaosoma.js,27,9,funcaosoma.json,aliciargn,2026-03-25 21:37:08,2026-03-25,21
prompt,2026-03-25 21:37:08,funcaosoma.js,27,18,funcaosoma.json,aliciargn,2026-03-25 21:37:08,2026-03-25,21
alert,2026-03-25 21:37:08,funcaosoma.js,29,1,funcaosoma.json,aliciargn,2026-03-25 21:37:08,2026-03-25,21
switch,2026-03-25 21:50:45,funcaosoma.js,16,1,funcaosoma.json,aliciargn,2026-03-25 21:50:45,2026-03-25,21
alert,2026-03-25 21:51:19,funcaosoma.js,18,9,funcaosoma.json,aliciargn,2026-03-25 21:51:19,2026-03-25,21
break,2026-03-25 21:51:46,funcaosoma.js,18,26,funcaosoma.json,aliciargn,2026-03-25 21:51:46,2026-03-25,21
alert,2026-03-25 21:52:07,funcaosoma.js,20,9,funcaosoma.json,aliciargn,2026-03-25 21:52:07,2026-03-25,21
break,2026-03-25 21:52:31,funcaosoma.js,20,31,funcaosoma.json,aliciargn,2026-03-25 21:52:31,2026-03-25,21
alert,2026-03-25 21:52:55,funcaosoma.js,22,9,funcaosoma.json,aliciargn,2026-03-25 21:52:55,2026-03-25,21
break,2026-03-25 21:53:13,funcaosoma.js,22,35,funcaosoma.json,aliciargn,2026-03-25 21:53:13,2026-03-25,21
alert,2026-03-25 21:53:37,funcaosoma.js,24,9,funcaosoma.json,aliciargn,2026-03-25 21:53:37,2026-03-25,21
break,2026-03-25 21:54:22,funcaosoma.js,24,40,funcaosoma.json,aliciargn,2026-03-25 21:54:22,2026-03-25,21
alert,2026-03-25 21:54:53,funcaosoma.js,26,9,funcaosoma.json,aliciargn,2026-03-25 21:54:53,2026-03-25,21
while,2026-03-25 22:12:06,funcaosoma.js,29,2,funcaosoma.json,aliciargn,2026-03-25 22:12:06,2026-03-25,22
if,2026-03-03 20:23:43,exercicio_05.js,2,1,exercicio_05.json,aliciargn,2026-03-03 20:23:43,2026-03-03,20
alert,2026-03-03 20:24:02,exercicio_05.js,3,5,exercicio_05.json,aliciargn,2026-03-03 20:24:02,2026-03-03,20
E,2026-03-03 20:24:23,exercicio_05.js,3,11,exercicio_05.json,aliciargn,2026-03-03 20:24:23,2026-03-03,20
E,2026-03-03 20:24:28,exercicio_05.js,3,12,exercicio_05.json,aliciargn,2026-03-03 20:24:28,2026-03-03,20
else,2026-03-03 20:25:04,exercicio_05.js,4,1,exercicio_05.json,aliciargn,2026-03-03 20:25:04,2026-03-03,20
alert,2026-03-03 20:25:16,exercicio_05.js,5,5,exercicio_05.json,aliciargn,2026-03-03 20:25:16,2026-03-03,20
E,2026-03-03 20:25:22,exercicio_05.js,5,11,exercicio_05.json,aliciargn,2026-03-03 20:25:22,2026-03-03,20
E,2026-03-03 20:25:27,exercicio_05.js,5,12,exercicio_05.json,aliciargn,2026-03-03 20:25:27,2026-03-03,20
alert,2026-03-20 19:45:34,espalhamento_minimo.js,2,1,espalhamento_minimo.json,aliciargn,2026-03-20 19:45:34,2026-03-20,19
Math,2026-03-20 19:46:23,espalhamento_minimo.js,2,7,espalhamento_minimo.json,aliciargn,2026-03-20 19:46:23,2026-03-20,19
min,2026-03-20 19:46:40,espalhamento_minimo.js,2,12,espalhamento_minimo.json,aliciargn,2026-03-20 19:46:40,2026-03-20,19
alert,2026-03-19 22:14:28,maiordetresmath.js,2,1,maiordetresmath.json,aliciargn,2026-03-19 22:14:28,2026-03-19,22
Math,2026-03-19 22:14:42,maiordetresmath.js,2,7,maiordetresmath.json,aliciargn,2026-03-19 22:14:42,2026-03-19,22
max,2026-03-19 22:15:10,maiordetresmath.js,2,12,maiordetresmath.json,aliciargn,2026-03-19 22:15:10,2026-03-19,22
for,2026-02-26 20:11:37,jogos.js,7,5,jogos.json,aliciargn,2026-02-26 20:11:37,2026-02-26,20
alert,2026-02-26 20:18:05,jogos.js,10,5,jogos.json,aliciargn,2026-02-26 20:18:05,2026-02-26,20
alert,2026-02-26 20:26:27,jogos.js,11,1,jogos.json,aliciargn,2026-02-26 20:26:27,2026-02-26,20
alert,2026-02-26 20:28:52,jogos.js,6,1,jogos.json,aliciargn,2026-02-26 20:28:52,2026-02-26,20
for,2026-02-26 20:41:47,jogos.js,2,1,jogos.json,aliciargn,2026-02-26 20:41:47,2026-02-26,20
alert,2026-02-20 20:36:43,main.js,1,1,main.json,aliciargn,2026-02-20 20:36:43,2026-02-20,20
alert,2026-02-20 20:40:21,main.js,2,1,main.json,aliciargn,2026-02-20 20:40:21,2026-02-20,20
alert,2026-02-24 21:27:10,exercicio_01.js,5,1,exercicio_01.json,aliciargn,2026-02-24 21:27:10,2026-02-24,21
alert,2026-03-03 21:42:50,exercicio_08.js,3,5,exercicio_08.json,aliciargn,2026-03-03 21:42:50,2026-03-03,21
if,2026-03-03 22:02:27,exercicio_08.js,4,5,exercicio_08.json,aliciargn,2026-03-03 22:02:27,2026-03-03,22
alert,2026-03-03 22:03:23,exercicio_08.js,5,9,exercicio_08.json,aliciargn,2026-03-03 22:03:23,2026-03-03,22
while,2026-03-03 22:07:14,exercicio_08.js,5,1,exercicio_08.json,aliciargn,2026-03-03 22:07:14,2026-03-03,22
alert,2026-03-03 22:08:35,exercicio_08.js,6,5,exercicio_08.json,aliciargn,2026-03-03 22:08:35,2026-03-03,22
alert,2026-02-24 21:56:49,exercicio_02.js,3,1,exercicio_02.json,aliciargn,2026-02-24 21:56:49,2026-02-24,21
let,2026-03-26 19:35:55,revisaovetor.js,1,1,revisaovetor.json,aliciargn,2026-03-26 19:35:55,2026-03-26,19
parseInt,2026-03-26 19:35:55,revisaovetor.js,1,18,revisaovetor.json,aliciargn,2026-03-26 19:35:55,2026-03-26,19
prompt,2026-03-26 19:35:55,revisaovetor.js,1,27,revisaovetor.json,aliciargn,2026-03-26 19:35:55,2026-03-26,19
let,2026-03-26 19:37:45,revisaovetor.js,3,45,revisaovetor.json,aliciargn,2026-03-26 19:37:45,2026-03-26,19
parseInt,2026-03-26 19:37:45,revisaovetor.js,3,45,revisaovetor.json,aliciargn,2026-03-26 19:37:45,2026-03-26,19
prompt,2026-03-26 19:37:45,revisaovetor.js,3,45,revisaovetor.json,aliciargn,2026-03-26 19:37:45,2026-03-26,19
let,2026-03-26 19:37:46,revisaovetor.js,3,1,revisaovetor.json,aliciargn,2026-03-26 19:37:46,2026-03-26,19
parseInt,2026-03-26 19:37:46,revisaovetor.js,3,18,revisaovetor.json,aliciargn,2026-03-26 19:37:46,2026-03-26,19
prompt,2026-03-26 19:37:46,revisaovetor.js,3,27,revisaovetor.json,aliciargn,2026-03-26 19:37:46,2026-03-26,19
let,2026-03-26 19:39:28,revisaovetor.js,1,1,revisaovetor.json,aliciargn,2026-03-26 19:39:28,2026-03-26,19
parseInt,2026-03-26 19:39:28,revisaovetor.js,1,18,revisaovetor.json,aliciargn,2026-03-26 19:39:28,2026-03-26,19
prompt,2026-03-26 19:39:28,revisaovetor.js,1,27,revisaovetor.json,aliciargn,2026-03-26 19:39:28,2026-03-26,19
let,2026-03-26 19:44:13,revisaovetor.js,3,1,revisaovetor.json,aliciargn,2026-03-26 19:44:13,2026-03-26,19
parseInt,2026-03-26 19:44:13,revisaovetor.js,3,18,revisaovetor.json,aliciargn,2026-03-26 19:44:13,2026-03-26,19
prompt,2026-03-26 19:44:13,revisaovetor.js,3,27,revisaovetor.json,aliciargn,2026-03-26 19:44:13,2026-03-26,19
for,2026-03-26 19:45:39,revisaovetor.js,3,1,revisaovetor.json,aliciargn,2026-03-26 19:45:39,2026-03-26,19
for,2026-03-26 19:46:17,revisaovetor.js,5,1,revisaovetor.json,aliciargn,2026-03-26 19:46:17,2026-03-26,19
let,2026-03-26 19:46:17,revisaovetor.js,6,1,revisaovetor.json,aliciargn,2026-03-26 19:46:17,2026-03-26,19
for,2026-03-26 19:50:29,revisaovetor.js,3,1,revisaovetor.json,aliciargn,2026-03-26 19:50:29,2026-03-26,19
let,2026-03-26 19:50:29,revisaovetor.js,3,5,revisaovetor.json,aliciargn,2026-03-26 19:50:29,2026-03-26,19
for,2026-03-26 19:50:39,revisaovetor.js,5,5,revisaovetor.json,aliciargn,2026-03-26 19:50:39,2026-03-26,19
let,2026-03-26 19:50:39,revisaovetor.js,5,9,revisaovetor.json,aliciargn,2026-03-26 19:50:39,2026-03-26,19
parseInt,2026-03-26 19:53:41,revisaovetor.js,5,15,revisaovetor.json,aliciargn,2026-03-26 19:53:41,2026-03-26,19
prompt,2026-03-26 19:53:41,revisaovetor.js,5,24,revisaovetor.json,aliciargn,2026-03-26 19:53:41,2026-03-26,19
for,2026-03-26 19:54:19,revisaovetor.js,6,1,revisaovetor.json,aliciargn,2026-03-26 19:54:19,2026-03-26,19
for,2026-03-13 19:55:57,tabuada_vetor.js,7,1,tabuada_vetor.json,aliciargn,2026-03-13 19:55:57,2026-03-13,19
break,2026-03-13 19:57:11,tabuada_vetor.js,8,34,tabuada_vetor.json,aliciargn,2026-03-13 19:57:11,2026-03-13,19
if,2026-03-05 19:49:01,aprovacao.js,3,1,aprovacao.json,aliciargn,2026-03-05 19:49:01,2026-03-05,19
if,2026-03-05 19:54:21,aprovacao.js,4,1,aprovacao.json,aliciargn,2026-03-05 19:54:21,2026-03-05,19
E,2026-03-05 20:00:43,aprovacao.js,8,8,aprovacao.json,aliciargn,2026-03-05 20:00:43,2026-03-05,20
if,2026-03-05 20:03:54,aprovacao.js,9,6,aprovacao.json,aliciargn,2026-03-05 20:03:54,2026-03-05,20
E,2026-03-05 20:03:58,aprovacao.js,9,10,aprovacao.json,aliciargn,2026-03-05 20:03:58,2026-03-05,20
alert,2026-03-05 20:05:50,aprovacao.js,5,1,aprovacao.json,aliciargn,2026-03-05 20:05:50,2026-03-05,20
while,2026-03-05 20:09:54,aprovacao.js,10,2,aprovacao.json,aliciargn,2026-03-05 20:09:54,2026-03-05,20
else,2026-03-05 20:17:13,aprovacao.js,9,1,aprovacao.json,aliciargn,2026-03-05 20:17:13,2026-03-05,20
alert,2026-03-05 20:17:19,aprovacao.js,10,5,aprovacao.json,aliciargn,2026-03-05 20:17:19,2026-03-05,20
alert,2026-03-05 20:28:54,aprovacao.js,13,5,aprovacao.json,aliciargn,2026-03-05 20:28:54,2026-03-05,20
else,2026-03-05 20:29:28,aprovacao.js,14,1,aprovacao.json,aliciargn,2026-03-05 20:29:28,2026-03-05,20
alert,2026-03-05 20:29:32,aprovacao.js,15,5,aprovacao.json,aliciargn,2026-03-05 20:29:32,2026-03-05,20
else,2026-03-05 20:40:38,aprovacao.js,18,1,aprovacao.json,aliciargn,2026-03-05 20:40:38,2026-03-05,20
alert,2026-03-05 20:40:43,aprovacao.js,19,5,aprovacao.json,aliciargn,2026-03-05 20:40:43,2026-03-05,20
while,2026-03-05 20:43:02,aprovacao.js,21,2,aprovacao.json,aliciargn,2026-03-05 20:43:02,2026-03-05,20
E,2026-03-05 21:23:52,aprovacao.js,5,21,aprovacao.json,aliciargn,2026-03-05 21:23:52,2026-03-05,21
E,2026-03-06 19:45:54,aprovacao.js,10,9,aprovacao.json,aliciargn,2026-03-06 19:45:54,2026-03-06,19
E,2026-03-06 19:46:40,aprovacao.js,14,9,aprovacao.json,aliciargn,2026-03-06 19:46:40,2026-03-06,19
E,2026-03-06 19:49:04,aprovacao.js,13,5,aprovacao.json,aliciargn,2026-03-06 19:49:04,2026-03-06,19
while,2026-03-06 20:00:10,aprovacao.js,23,2,aprovacao.json,aliciargn,2026-03-06 20:00:10,2026-03-06,20
E,2026-03-06 20:19:48,aprovacao.js,23,99,aprovacao.json,aliciargn,2026-03-06 20:19:48,2026-03-06,20
